headline,url,published,category
ಚಿರಂತನ ದಾಹದ ಸುನೀತಗಳ ಸಾಮ್ರಾಟ ‘ಚೆನ್ನವೀರ ಕಣವಿ’ ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/veteran-kannada-poet-chennaveera-kanavi-literature-karnataka-911464.html,1644996171000,art-culture
ಚೆನ್ನವೀರ ಕಣವಿಗೆ ಕವಿತೆ ಬರೆಯಲು ಪ್ರೇರಣೆ ನೀಡಿದ ಧಾರವಾಡ ಮಳೆ...,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/kannada-poet-chennaveera-kanavi-inspired-to-write-by-dharwad-rain-911444.html,1644994281000,art-culture
ಧಾರವಾಡ ಮಣ್ಣಿಗೆ ಮನಸೋತಿದ್ದ ಚೆನ್ನವೀರ ಕಣವಿ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/kannada-poet-chennaveera-kanavi-connections-to-dharwad-911439.html,1644992994000,art-culture
ಚೆನ್ನವೀರ ಕಣವಿಯಿಂದ ಕವಿವಿಗೆ ಶಾಶ್ವತ ಕೊಡುಗೆ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/poet-chennaveera-kanavi-contribution-to-karnataka-university-911438.html,1644992281000,art-culture
ಅಕ್ಷರ ಆಕರದಲ್ಲಿ ಚೆನ್ನವೀರ ಕಣವಿ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/chennaveera-kanavi-accomplishment-in-kanada-literature-911441.html,1644992068000,art-culture
"ಪ್ರಶಾಂತ ಕಣವಿ, ಶಾಂತ ನೆನಪು: ಮೆಲ್ಲೆದೆಯ ಸವಿಯೊಲುಮೆ ಕರಗಿ ಕಂಬನಿಯಾಗಿ...",https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/memory-of-chennaveera-kanavi-shantadevi-kanavi-740148.html,1644989338000,art-culture
"World Radio Day 2022: ರೇಡಿಯೊದ ಚರಿತ್ರೆ, ಮಹತ್ವದ ಕುರಿತ ಮಾಹಿತಿ ಇಲ್ಲಿದೆ",https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/world-radio-day-2022-dates-history-significance-910558.html,1644747976000,art-culture
ರಂಗಭೂಮಿ: ಬಣ್ಣದ ಚಿಟ್ಟೆಯ ಚೆಲ್ಲಾಟ..,https://www.prajavani.nethttps://www.prajavani.net/art-culture/art/rangabhoomi-kannada-drama-art-and-culture-910294.html,1644694253000,art-culture
ನನ್ನಜ್ಜ ಲಾಂಗೂಲಾಚಾರ್ಯ!,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/padigaru-venkataramana-acharya-kannada-writter-910293.html,1644694248000,art-culture
ಮೊದಲ ಓದು: ‘ಬಹುಮುಖಿ ಅಮೆರಿಕ’ದ ದರ್ಶನ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/bahumukhi-america-book-review-usa-910292.html,1644694243000,art-culture
Valentine Day Special: ಆಹಾ ಪ್ರೀತಿ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/valentines-day-special-love-tikal-temple-910291.html,1644694238000,art-culture
ಮೊದಲ ಓದು: ವಿಚಾರಗಳಿಗೆ ಕಿಡಿ ತಾಕಿಸುವ ‘ಮಿಂಚು’,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/minchu-book-parichaya-kannada-literature-910289.html,1644694233000,art-culture
ಒಳನೋಟ: ಶ್ರೀಸಾಹಿತ್ಯದ ಆಕರಗ್ರಂಥ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/srikausthubha-book-kannada-literature-910288.html,1644694227000,art-culture
ಸಲಾಂ ಮಾಡ್ತೇವಿ ಭಾವೈಕ್ಯದ ವಾಣೀಗೆ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/ibrahim-sutar-communal-harmony-in-mahalingapur-910285.html,1644694222000,art-culture
ಒಳನೋಟ: ‘ಬಲಿಯುಗ’ದ ಕವಿತೆಗಳು,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/siddaramayya-poetry-kannada-literature-910284.html,1644694216000,art-culture
ಡಾಲರ್ ಕನಸಿನ ಬೆನ್ನೇರಿ...,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/usa-india-canada-in-the-dream-of-doller-910280.html,1644694211000,art-culture
ಫಾತಿಮಾ ರಲಿಯಾ ಬರೆದ ಕಥೆ: ಲೆಕ್ಕಪುಸ್ತಕ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/short-story/kannada-literature-sunday-supplement-kannada-story-910276.html,1644694206000,art-culture
Prajavani Facebook Live: ಸ್ವರ ಸಾಮ್ರಾಜ್ಞಿ ಲತಾ ಮಂಗೇಶ್ಕರ್‌ಗೆ ಗಾನ ನಮನ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/music/prajavani-facebook-live-song-tribute-to-veteran-singer-lata-mangeshkar-910309.html,1644671101000,art-culture
Prajavani Celebrity LIVE | ಗಾನ ಧ್ಯಾನಿಯ ಆಲಾಪ; ಪಂಡಿತ್ ವೆಂಕಟೇಶ್ ಕುಮಾರ್,https://www.prajavani.nethttps://www.prajavani.net/art-culture/music/prajavani-celebrity-live-indian-hindustani-classical-vocalist-pandit-venkatesh-kumar-910237.html,1644644217000,art-culture
Valentine Week | ‘ಪ್ರೀತಿ’ ಬಂಧವೇ ಹೊರತು ಬಂಧನವಲ್ಲ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/valentines-week-hug-day-special-love-is-a-bond-not-a-punishment-910038.html,1644607812000,art-culture
ಕಥೆ | ಆಶಾ ಜಗದೀಶ್ ಅವರ ‘ನದಿ-ಪಾತ್ರ’,https://www.prajavani.nethttps://www.prajavani.net/art-culture/short-story/nadi-patra-short-story-by-akash-jagadish-908313.html,1644142562000,art-culture
ನೆಹರೂ ಕಣ್ಣಲ್ಲಿ ಕಂಬನಿ ತರಿಸಿದ ಲತಾ ಹಾಡಿದ 'ಏ ಮೇರೆ ವತನ್‌ ಕೇ ಲೋಗೋ',https://www.prajavani.nethttps://www.prajavani.net/art-culture/music/lata-mangeshkar-ae-mere-watan-ke-logon-song-history-900127.html,1644126411000,art-culture
ಕವನ | ಸೂರ್ಯಕೀರ್ತಿ ಅವರ ಜಂಗಮರ ಅಕ್ಕ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/poetry/jangammara-akka-poem-by-soorya-keerthi-908315.html,1644093007000,art-culture
ಒಳನೋಟ | ಮಾನವತೆಯ ಫಸಲು ತೆಗೆದ ‘ರಾಗಿಕಾಳು’,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/book-review-ragikalu-kavana-sankalana-by-chimanahalli-rameshababu-908323.html,1644093002000,art-culture
ಅವಲೋಕನ | ಹಾವಳಿ: ವಿಮೋಚನಾ ಹೋರಾಟದ ಕಥನ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/havali-book-review-by-mallikarjun-hiremath-908325.html,1644092114000,art-culture
ಮೊದಲ ಓದು | ಸಿದ್ಧಾಂತಗಳಿಲ್ಲದ ‘ದೇವ್ರು’,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/devru-by-padmanabha-bhat-shevkar-908382.html,1644092110000,art-culture
ಪುಸ್ತಕ ವಿಮರ್ಶೆ | ಮಕ್ಕಳ ತಾತ್ವಿಕ ಚಿಂತನೆಗೆ ದಾರಿದೀಪ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/book-review-makkaligagi-tatwa-chinthane-by-author-sundar-sarukkai-908327.html,1644092106000,art-culture
ಮೊದಲ ಓದು | ಏಳು ಕೋಣೆಗಳಲ್ಲಡಗಿದ ಕಥಾಗುಚ್ಛ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/7-rooms-katha-sankalana-first-reading-908378.html,1644092102000,art-culture
ಜುರಿಜುರಿ ಕಾಲ್ಮರಿ: ಗತ್ತಿನ ನಡಿಗೆಗೆ ಮಿಶ್ರಿಕೋಟಿ ಚಡಾವು,https://www.prajavani.nethttps://www.prajavani.net/art-culture/art/north-karnataka-special-handmade-slippers-908279.html,1644090315000,art-culture
ಮೋತಿಗುಡ್ಡದಲ್ಲಿ ಹೊಸ್ತೋಟ ಮಂಜುನಾಥ ಭಾಗವತರ ‘ಅಶ್ವತ್ಥಧಾಮ’,https://www.prajavani.nethttps://www.prajavani.net/art-culture/art/hosthota-manjunath-bhagavathas-ashwathadhama-in-ankola-north-karnataka-908358.html,1644090306000,art-culture
ಗೋರಖಪುರ ಆಸ್ಪತ್ರೆಯ ದುರಂತ ಕಥೆ: ಕುರುಡು ಅಧಿಕಾರ ಕುಣಿಯುತಲಿತ್ತು...,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/gorakhpur-hospital-tragedy-shortage-of-oxygen-908278.html,1644090302000,art-culture
ಕ್ಷೇಮ ಕುಶಲ: ಸಂವಹನದಲ್ಲೂ ಸಂಬಂಧದಲ್ಲೂ ಮೊಬೈಲ್‌,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/mobile-for-relationship-and-communication-906831.html,1643682775000,art-culture
"ತೆಂಗಿನ ಚಿಪ್ಪು, ಕಪ್ಪೆಚಿಪ್ಪುಗಳಿಂದೆಲ್ಲ ಕಲಾಕೃತಿ: ಗ್ರಾಮೀಣ ಪ್ರತಿಭೆ ದಾಖಲೆ ಗರಿ",https://www.prajavani.nethttps://www.prajavani.net/art-culture/art/teacher-from-kumta-registerd-name-in-india-book-of-records-906288.html,1643484671000,art-culture
ಮೊದಲ ಓದು: ಕರಕುಶಲ ಜಗತ್ತಿನ ವಿರಾಟ್‌ ದರ್ಶನ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/kannada-literature-book-review-906276.html,1643484664000,art-culture
ಪುಸ್ತಕ ವಿಮರ್ಶೆ: ಗಾಂಧಿ ಹಾದಿಯಲ್ಲಿ ದಣಿವರಿಯದ ಪಯಣ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/kannada-literature-book-review-gandhi-906275.html,1643484658000,art-culture
ಒಳನೋಟ: ಸಾಂಸ್ಕೃತಿಕ ವಿರಹಕ್ಕೆ ರಸಿಕತೆಯ ಉಪಚಾರ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/kannada-literature-book-review-2-906274.html,1643484654000,art-culture
ಅವಲೋಕನ: ಸುರಿದ ‘ಮಳೆ’ಯಲ್ಲಿ ಬಯಲಾದ ಬಣ್ಣ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/kannada-literature-rain-book-review-906272.html,1643484649000,art-culture
ವಿಭಿನ್ನ ಪ್ರಯೋಗದ ಪದ್ಮವ್ಯೂಹ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/art/kannada-drama-art-padmavyuha-play-906262.html,1643484644000,art-culture
ಸತ್ಯಮಂಗಲ ಮಹಾದೇವ ಬರೆದ ಕವಿತೆ: ಒಡೆಯನಿಗೊಂದು ಉಯಿಲು,https://www.prajavani.nethttps://www.prajavani.net/art-culture/poetry/kannada-literature-sunday-suppliment-poem-906261.html,1643484639000,art-culture
ಮುನವ್ವರ್ ಜೋಗಿಬೆಟ್ಟು ಬರೆದ ಕತೆ: ಸೇತುವೆ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/short-story/kannada-literature-sunday-suppliment-story-906260.html,1643484635000,art-culture
ಭುವಿಯ ಕಿಚ್ಚು ಮುಗಿಲ ಮಿಂಚು: ಕವಿ ಸಿದ್ದಲಿಂಗಯ್ಯ ಕುರಿತ ಲೇಖನ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/artcle-on-siddalingayya-padmashree-award-906239.html,1643484626000,art-culture
ಏರಿಳಿದು ಮತ್ತೆ ಏರುಮುಖಿಯಾಗಿ: ಏರ್‌ ಇಂಡಿಯಾ ಕುರಿತ ಲೇಖನ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/air-india-back-to-tata-group-906236.html,1643484617000,art-culture
ಪದ್ಮಶ್ರೀ ಪುರಸ್ಕೃತ ಜಾನಪದ ಕಲಾವಿದಗೆ ₹1 ಕೋಟಿ: ಸಿನಿಮಾಗೆ ಕರೆತಂದ ಪವನ್ ಕಲ್ಯಾಣ್,https://www.prajavani.nethttps://www.prajavani.net/art-culture/art/telangana-cm-announces-house-site-and-rs-one-crore-to-padma-shri-awardee-mogilaiah-906132.html,1643423564000,art-culture
Facebook Premiere: ಸ್ವಾತಂತ್ರ್ಯ ಅಮೃತ ವರ್ಷದ ಗಣರಾಜ್ಯೋತ್ಸವ – ನೃತ್ಯ ಭಾರತಿ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/dance/prajavani-facebook-premiere-dance-program-on-republic-day-special-event-905300.html,1643202421000,art-culture
VIDEO | ‘ಅಶ್ವತ್ಥಧಾಮ’ದಲ್ಲಿ ಯಕ್ಷಋಷಿ ಚಿರಸ್ಥಾಯಿ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/art/yakshagana-yaksharushi-hostota-manjunatha-bhagavataru-904580.html,1643008298000,art-culture
"ಪುಸ್ತಕ ವಿಮರ್ಶೆ: ಹೌದು, ಇದು ಮಾಮೂಲಿ ಮಾತಲ್ಲ...",https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/bereye-mathu-aharnishi-publishers-kannada-book-review-literature-904160.html,1642879887000,art-culture
ಪುಸ್ತಕ ವಿಮರ್ಶೆ: ಸರೋದ್‌ ಮಾಂತ್ರಿಕನ ಸ್ವರಯಾತ್ರೆ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/book-on-pandit-rajeev-taranath-kannada-books-review-literature-904159.html,1642879882000,art-culture
ಪುಸ್ತಕ ವಿಮರ್ಶೆ: ಉರಿವ ಕಣ್ಣೊಳಗೆ ಕುದಿವ ಕಣ್ಣೀರು,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/abhiruchi-publishers-kannada-books-review-literature-904158.html,1642879878000,art-culture
ಪುಸ್ತಕ ವಿಮರ್ಶೆ: ಒಳಗಿಗೂ ಕನ್ನಡಿ ಕಾಲಕ್ಕೂ ಕನ್ನಡಿ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/pathanna-autobiography-sneha-publishers-kannada-book-review-literature-904156.html,1642879872000,art-culture
ಪುಸ್ತಕ ವಿಮರ್ಶೆ: ರಾಮಾಯಣ ‘ದರ್ಶನ’ಕ್ಕೆ ದಾರಿದೀಪ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/sri-ramayana-darshanam-kannada-book-review-literature-kuvempu-bendre-904154.html,1642879861000,art-culture
ಕಥೆ: ಹರ ಹರ ಗಂಗೆ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/short-story/sunday-suppliment-story-904148.html,1642879849000,art-culture
ಕವಿತೆ: ಆಗಂತುಕದತ್ತ ಮುಖ ಮಾಡಿ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/poetry/sunday-suppliment-poem-904146.html,1642879844000,art-culture
ಕಥಕ್‌ ಮಾಂತ್ರಿಕ ಬಿರ್ಜು ಮಹಾರಾಜ್‌; ನೃತ್ಯಲೋಕದ ಮಹಾರಾಜ!,https://www.prajavani.nethttps://www.prajavani.net/art-culture/dance/a-tribute-to-indian-dancer-pandit-birju-maharaj-904121.html,1642879814000,art-culture
ಕಥಕ್‌ ಕುಟುಂಬದ ಬಿರ್ಜು ಮಹಾರಾಜ!,https://www.prajavani.nethttps://www.prajavani.net/art-culture/dance/birju-maharaj-maestro-kathak-dancer-hindustani-classical-music-and-bollywood-journey-902954.html,1642499994000,art-culture
ನುಡಿ ನಮನ: ಕಥಕ್ ತಕಧಿಮಿತ– ಬಿರ್ಜು ಸಾಧನೆ ಅಪರಿಮಿತ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/dance/pandit-birju-maharaj-legendary-kathak-dancer-902824.html,1642447859000,art-culture
ವಿಶ್ವವಿಖ್ಯಾತ ಕಥಕ್‌ ನೃತ್ಯ ದಿಗ್ಗಜ ಪಂಡಿತ್‌ ಬಿರ್ಜು ಮಹಾರಾಜ್‌ ನಿಧನ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/dance/pandit-birju-maharaj-legendary-kathak-dancer-dies-at-83-902634.html,1642396831000,art-culture
ಬೆಂಗಳೂರು: ಚಿತ್ತಾರ ಬಿಡಿಸಿ ನಡೆಯಿತು ‘ಪಾಂಡವಾಶ್ವಮೇಧ’,https://www.prajavani.nethttps://www.prajavani.net/art-culture/art/pandavashwamedha-yakshagana-demo-in-bangalore-902427.html,1642330303000,art-culture
ರಂಗಸ್ವಾಮಿ ಮಾರ್ಲಬಂಡಿ ಅವರ ಕಥೆ ‘ಕುಲ್ಕಣ್ಣಿ ಮಾಡಿಸದ ಸಂಬಳ’,https://www.prajavani.nethttps://www.prajavani.net/art-culture/short-story/sunday-suppliment-story-by-rangaswami-marlabandi-902244.html,1642292117000,art-culture
ನೋವದೆಂತಹುದೊ.. ವಸುಧೇಂದ್ರ ಅವರ ಲೇಖನ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/vasudendra-article-on-pain-902189.html,1642292113000,art-culture
ಜೈರಾಂ ರಮೇಶ್ ಅವರ ಪುಸ್ತಕ ವಿಮರ್ಶೆ ‘ಬುದ್ಧನೆನ್ನುವ ಬೆಳಕು’,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/light-of-asia-book-review-by-jairam-ramesh-902242.html,1642292109000,art-culture
ಸುಕ್ರಜ್ಜಿಯ ಪದಗಳ ಹದದೊಳಗೆ.. ಸುಕ್ರಿ ಬೊಮ್ಮ ಗೌಡ ಜೊತೆ ಆಪ್ತ ಮಾತು– ವಿಶೇಷ ಲೇಖನ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/article-on-sukri-bomma-gowda-902192.html,1642292106000,art-culture
ಚಾಂದ್ ಪಾಷ ಎನ್.ಎಸ್ ಅವರ ಕವನ ‘ಈ ಸಾವನ್ನೊಮ್ಮೆ ಸ್ವಾಗತಿಸು‘!,https://www.prajavani.nethttps://www.prajavani.net/art-culture/poetry/sunday-suppliment-poem-by-chand-pasha-ns-902246.html,1642292102000,art-culture
ಕೊಪ್ಪಳದ ಗವಿಸಿದ್ದಪ್ಪಜ್ಜನ ಜನಮುಖಿ ಜಾತ್ರೆ: ಗತಕಾಲದ ಸಡಗರದ ಮೆಲುಕು,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/relieve-of-koppal-gavi-siddappajja-fair-it-is-people-fair-902188.html,1642291127000,art-culture
Book Review - ಪ್ರಸ್ಥಾನ: ಅಣೆಕಟ್ಟೆಯಲ್ಲಿ ಮುಳುಗಿದ ಸಮೃದ್ಧ ಸಂಸ್ಕೃತಿಯ ಕಥನ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/kannada-novel-book-review-prasthana-a-story-on-mdenur-and-linganamakki-dam-water-submerge-victims-902250.html,1642291124000,art-culture
ಕನ್ನಡತಿ ರಂಜನಿ ರಾಘವನ್ ಅವರ ಕಥಾ ಸಂಕಲನ ‘ಕತೆ ಡಬ್ಬಿ’ ಪುಸ್ತಕ ವಿಮರ್ಶೆ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/ranjani-raghavan-kathe-dabbi-book-review-902254.html,1642290308000,art-culture
ನಾಗತಿಹಳ್ಳಿ ಅವರ ಶತಮಾನದಂಚಿನಲಿ ಪುಸ್ತಕ ‘ಸಾಂಸ್ಕೃತಿಕ ಜಗತ್ತಿನ ಅನನ್ಯ ಚಿತ್ರಣ’,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/nagatihalli-chandrashekar-shatamanadanchinali-book-review-902248.html,1642290305000,art-culture
ಆರಿಫ್ ರಾಜಾ ಅವರ ‘ಎದೆ ಹಾಲಿನ ಪಾಳಿ’ ಪುಸ್ತಕ ವಿಮರ್ಶೆ ರಘುನಾಥ್ ಚ.ಹ ಅವರಿಂದ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/aarif-raja-poems-book-review-by-raghunath-ch-902253.html,1642290301000,art-culture
ವಾಹನ ಬಿಡಿಭಾಗದಲ್ಲಿ ಮೂಡಿದ ಕಲಾಕೃತಿಗಳು,https://www.prajavani.nethttps://www.prajavani.net/art-culture/art/art-from-vehicle-spare-parts-at-yelahanka-902377.html,1642277996000,art-culture
ನೆನಪಿನ ಬುತ್ತಿಗೆ ಸಂಕ್ರಮಣದ ಬುತ್ತಿಯೂಟ: ಎದಿತುಂಬ ಕುಸುರೆಳ್ಳು ಮೂಡಿದ್ಹಂಗ...,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/makar-sankranti-sankramana-north-karnataka-celebration-and-food-culture-902030.html,1642215984000,art-culture
Prajavani LIVE: ಸಂಕ್ರಮಣ ಸಡಗರಕ್ಕೆ ಸುಗ್ಗಿ ಗೀತೆ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/music/prajavani-live-special-program-on-makar-sankranti-festival-by-folk-singer-ramu-mulagi-901867.html,1642140841000,art-culture
ಮಾನವ ಕಳ್ಳಸಾಗಣೆ ವಿರುದ್ಧ ಜಾಗೃತಿ ದಿನ: ಅಮಾಯಕರ ರಕ್ಷಣೆಗೆ ವಿಶ್ವಸಂಸ್ಥೆ ಕರೆ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/national-human-trafficking-awareness-day-history-significance-901017.html,1641897387000,art-culture
'ಹರಿವ ನದಿ' ಆತ್ಮಕಥನ: ಸಾಮಾನ್ಯ ಗೃಹಿಣಿಯ ಅಸಾಮಾನ್ಯ ಕಥೆ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/book-review-hariva-nadi-by-meenakshi-bhatta-900251.html,1641697156000,art-culture
ಸ್ತ್ರೀವಾದ-ಅಂಚಿನಿಂದ ಕೇಂದ್ರದೆಡೆಗೆ | ತಾತ್ವಿಕ ಚಿಂತನೆಗೆ ಉತ್ತಮ ಆಕರ ಗ್ರಂಥ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/book-review-sthreevada-anchininda-kendradedege-900261.html,1641696798000,art-culture
ಪುಸ್ತಕ ವಿಮರ್ಶೆ: ‘ಅಪರಿಚಿತ’ ಜಗತ್ತಿನ ಭಾವಲೋಕ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/book-review-aparichitha-900265.html,1641696750000,art-culture
ಪುಸ್ತಕ ವಿಮರ್ಶೆ: ದಲಿತ ಚಳವಳಿಯ ಹೆಜ್ಜೆ ಗುರುತುಗಳು,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/book-review-dalitha-chalavaliya-hejje-gurutugalu-900250.html,1641694462000,art-culture
'ಮಾನವ ಹಕ್ಕುಗಳು' ಪುಸ್ತಕ ವಿಮರ್ಶೆ: ಬಾಯಿ ಬೀಗ ತೆರೆಸುವ ಯತ್ನ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/book-review-manava-hakkugalu-900248.html,1641694440000,art-culture
'ವಾರಸುದಾರಾ' ಪುಸ್ತಕ ವಿಮರ್ಶೆ: ಗದ್ದುಗೆ ಗುದ್ದಾಟದ ಕಥನ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/varasudara-drama-review-900246.html,1641694402000,art-culture
ಕವನ | ಮಹಾಂತೇಶ್ ಬಿ. ನಿಟ್ಟೂರ್ ಅವರ 'ನನ್ನ ಕವನ',https://www.prajavani.nethttps://www.prajavani.net/art-culture/poetry/nanna-kavana-by-mahantesh-b-nittur-900210.html,1641672915000,art-culture
ಕಥೆ | ಸೋಮು ಅವರ ‘ಅಪರಾಧಿ ನಾನಲ್ಲ...’,https://www.prajavani.nethttps://www.prajavani.net/art-culture/short-story/kannada-short-story-aparadhi-nanalla-by-somu-900211.html,1641672907000,art-culture
ಮಿಸಳ್‌ ಹಾಪ್ಚಾ 68 | ಸುಕ್ರಜ್ಜಿ ಮಾತು: ಪದಗಳಲ್ಲಿ ಬದುಕಿನ ಹದ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/music/sukrajji-from-halakki-community-special-episode-prajavani-misal-half-cha-899495.html,1641440528000,art-culture
ಸುಪ್ತ ಪ್ರಜ್ಞೆಯ ಉತ್ಖನನದೊಳಗೆ...,https://www.prajavani.nethttps://www.prajavani.net/art-culture/art/subliminal-excaviations-krishna-setty-art-exhibition-in-bengaluru-898154.html,1641065465000,art-culture
ಎಂ.ವಿ. ಶಶಿಭೂಷಣ ರಾಜು ಬರೆದ ಕವನ: ಹೊಸವರುಷದ ಹರುಷಕೆ ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/poetry/sunday-suppliment-poem-mv-shashi-bhushan-raju-898146.html,1641065452000,art-culture
ಒಳನೋಟ: ‘ದೇವುಡು’ ಬರೆದ ಶಾಸ್ತ್ರವೂ ಕಾವ್ಯವೇ!,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/devudu-lokakathana-book-review-898137.html,1641065448000,art-culture
ವಿಮರ್ಶೆ: ಕಲಾವಿದೆ ಕಥೆಯಲ್ಲಿ ಗ್ರಾಮಭಾರತದ ಬಿಂಬ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/chandrashekhara-kambara-chaandbee-sarakara-book-review-898136.html,1641065443000,art-culture
ಪುಸ್ತಕ ವಿಮರ್ಶೆ: ಸಾವಿತ್ರಿಬಾಯಿಯ ಸೇವಾಜೀವನ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/indian-educationalist-savitribai-phule-book-review-898135.html,1641065438000,art-culture
ಪುಸ್ತಕ ವಿಮರ್ಶೆ: ಸುಸ್ವರದ ಗೀತ ಗೊಂಚಲು,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/manasu-magida-book-review-898133.html,1641065434000,art-culture
ಪುಸ್ತಕ ವಿಮರ್ಶೆ: ಸಾಹಿತ್ಯದ ಫ್ರೇಮಿನ ಶರ್ಮರ ವ್ಯಕ್ತಿಚಿತ್ರ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/bc-ramachandra-sharma-book-review-898132.html,1641065428000,art-culture
ಪುಸ್ತಕ ವಿಮರ್ಶೆ: ಮಿದುಳಿನ ಆರೈಕೆಗೊಂದು ಕೈಪಿಡಿ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/book-review/brain-attack-book-parichaya-898127.html,1641065423000,art-culture
ಅಜಯ್ ಕುಮಾರ್ ಎಂ. ಗುಂಬಳ್ಳಿ ಬರೆದ ಕಥೆ: ಪ್ರೀತಿ ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/short-story/story-about-preethi-by-ajay-kumar-m-gumballi-898123.html,1641065419000,art-culture
ಹೂವಿನಲ್ಲಡಗಿದೆ ಬಾಳಧರ್ಮ!,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/article-on-flower-new-year-special-and-special-events-898106.html,1641065413000,art-culture
'ಪ್ರಜಾವಾಣಿ’ ವರ್ಷದ ಸಾಧಕ: ಮಕ್ಕಳಲ್ಲಿ ಸೃಜನಶೀಲತೆ ಅರಳಿಸುವ ಕಲಾಧರ್,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/prajavani-achievers-2021-teacher-motivate-children-for-creativity-897991.html,1641019013000,art-culture
'ಪ್ರಜಾವಾಣಿ’ ವರ್ಷದ ಸಾಧಕಿ: ಕನ್ನಡ ಸೇವೆಗೆ ಭಾಗೀರಥಿ ಕನ್ನಡತಿ,https://www.prajavani.nethttps://www.prajavani.net/art-culture/article-features/prajavani-achievers-2021kannada-activist-bhagirathi-898000.html,1641017737000,art-culture
